Player,Pos,Age,Team,Games,Gms_started,MinPerG,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,USG,OWS,DWS,WS,WSp48,OBPM,DBPM,BPM,VORP,Intercept,mvp score
Juan Toscano-Anderson\toscaju01,SF,28,GSW,25,1,16.2,2,3.7,0.527,0.4,1.3,0.273,1.6,2.4,0.667,0.575,0.7,1,0.654,0.6,2.3,2.9,2.2,0.6,0.4,1.2,1.5,5,12.6,0.594,0.355,0.28,3.9,15,9.6,18.7,1.9,2.4,21.7,14.1,0.4,0.8,1.2,0.142,-1.6,2,0.4,0.2,1,
Karl-Anthony Towns\townska01,C,26,MIN,26,26,34.4,8.5,17,0.501,2.4,5.7,0.423,6.1,11.2,0.541,0.573,4.6,5.6,0.815,3,6.2,9.2,3.3,1,1.1,3.5,3.7,24,22.7,0.618,0.338,0.331,8.5,20,14,17.2,1.4,3.1,15.4,27.7,2.2,1,3.2,0.173,4.2,-0.2,3.9,1.3,1,
Gary Trent Jr.\trentga02,SG,23,TOR,24,23,34.6,6.3,14.6,0.43,2.8,7.2,0.384,3.5,7.5,0.475,0.524,1.7,1.8,0.909,0.5,2.8,3.3,1.8,2,0.3,0.9,2.1,17,15.7,0.551,0.49,0.125,1.4,9.2,5.1,8.2,3,1,5.6,20.3,1.3,0.8,2.1,0.122,0.3,0.7,1,0.6,1,
P.J. Tucker\tuckepj01,PF,36,MIA,27,27,27.8,2.6,5.3,0.493,1.1,2.5,0.426,1.6,2.8,0.553,0.594,0.5,0.6,0.824,1.6,4.1,5.7,2,0.7,0.3,0.8,2.4,6.9,11.8,0.611,0.472,0.118,6.6,16.2,11.5,10.2,1.3,1.2,12.2,10.2,1.2,0.9,2.1,0.134,-0.4,1.2,0.8,0.5,1,
Myles Turner\turnemy01,C,25,IND,27,27,29.4,4.7,8.9,0.531,1.9,4.7,0.398,2.8,4.1,0.685,0.638,1.8,2.5,0.716,1.5,5.9,7.4,0.9,0.6,2.7,1.3,2.6,13.1,19.2,0.657,0.536,0.28,5.8,21.8,13.9,4.6,0.9,8,11.5,16.7,1.6,1.3,2.9,0.178,1.7,1.1,2.8,0.9,1,
Jonas Valančiūnas\valanjo01,C,29,NOP,29,29,31.2,7.2,14,0.515,1.1,2.4,0.457,6.1,11.6,0.527,0.554,3.2,3.9,0.816,3.5,8.4,11.9,2.5,0.6,0.9,2.1,3.2,18.7,22.7,0.595,0.172,0.281,11.8,30,20.6,14.1,0.9,2.8,12,24.4,2.3,0.8,3.1,0.164,2.9,-0.9,2,0.9,1,
Jarred Vanderbilt\vandeja01,PF,22,MIN,26,19,23.8,2.5,4.6,0.55,0.1,0.3,0.222,2.5,4.3,0.577,0.558,1,1.3,0.771,3,5.2,8.2,1.2,1.5,0.8,1,2.7,6.2,16.3,0.595,0.075,0.292,12.7,24.1,18.1,6.9,3.1,3.2,16.6,10.9,1,1.1,2.1,0.162,-1.1,1.4,0.4,0.4,1,
Fred VanVleet\vanvlfr01,PG,27,TOR,25,25,38.1,6.9,16.1,0.43,3.2,8.3,0.389,3.7,7.8,0.474,0.531,2.6,3,0.855,0.8,4.4,5.1,6.4,1.5,0.6,3.2,2.7,19.7,17.5,0.565,0.517,0.189,2,13.1,7.3,26.6,2,1.6,15.4,23.2,1.5,0.8,2.4,0.119,2.4,-0.1,2.3,1,1,
Devin Vassell\vassede01,SF,21,SAS,21,0,24.3,4.3,9.3,0.459,1.7,4.6,0.371,2.6,4.7,0.545,0.551,0.9,1.3,0.704,0.6,3.2,3.8,1.5,1.1,0.8,0.7,2,11.2,15.3,0.565,0.495,0.138,2.5,13.9,8.2,8.5,2.2,2.8,6.3,18.5,0.6,0.6,1.2,0.114,0,0.1,0.1,0.3,1,
Gabe Vincent\vincega01,PG,25,MIA,24,2,17.8,2.4,5.5,0.435,1.2,3.3,0.354,1.2,2.2,0.558,0.542,0.5,0.7,0.813,0.5,1.2,1.7,2.5,0.8,0.1,1.2,2.1,6.5,11.9,0.561,0.603,0.122,3,7.5,5.3,20.6,2.2,0.8,16.9,17.3,0.4,0.5,0.9,0.097,-2,0.5,-1.5,0.1,1,
Franz Wagner\wagnefr01,SF,20,ORL,28,28,32,5.5,12.1,0.453,1.5,3.8,0.39,4,8.3,0.481,0.513,1.9,2.4,0.791,1.3,3.2,4.4,2.8,1.1,0.5,1.3,2.4,14.3,14.4,0.544,0.311,0.198,4.1,10.6,7.3,14.5,1.7,1.3,9.1,19.4,1,0.4,1.4,0.075,-0.2,-0.8,-1,0.2,1,
Moritz Wagner\wagnemo01,C,24,ORL,25,0,11.4,1.9,4.4,0.431,1,2.8,0.348,0.9,1.6,0.575,0.541,1,1.4,0.743,0.5,1.9,2.4,0.8,0.2,0.2,0.8,1.8,5.8,13.1,0.579,0.633,0.321,4.4,18,11.1,11,0.7,1.6,13.2,21.6,0.3,0.1,0.4,0.067,-0.7,-1.5,-2.3,0,1,
Lonnie Walker\walkelo01,SG,23,SAS,26,3,22.3,3.8,9.9,0.385,1.5,5.1,0.295,2.3,4.8,0.48,0.461,1.5,1.7,0.864,0.2,2.7,2.9,2.3,0.6,0.3,1.3,1.3,10.6,11.4,0.498,0.514,0.171,0.7,13,6.8,14.5,1.3,1.2,10.7,22.7,-0.2,0.5,0.3,0.026,-2,-1.8,-3.8,-0.3,1,
Russell Westbrook\westbru01,PG,33,LAL,28,28,36,7.4,16.3,0.451,1.3,4,0.324,6.1,12.4,0.491,0.49,3.5,5.2,0.676,1.3,6.4,7.7,8.4,1.2,0.2,4.6,3,19.5,16.3,0.524,0.243,0.317,4,18.3,11.3,36.3,1.6,0.5,20,27.6,0.2,1.1,1.4,0.066,-0.2,-1,-1.2,0.2,1,
Derrick White\whitede01,SG,27,SAS,26,26,31.2,5.1,12.1,0.419,1.5,5.4,0.286,3.5,6.7,0.526,0.483,2.2,2.7,0.841,0.5,3.3,3.8,5.1,1.2,0.9,1.5,2.1,13.9,15.6,0.524,0.444,0.219,1.7,11.1,6.4,22.5,1.9,2.6,9.9,20.2,0.9,0.8,1.8,0.106,0.2,0.4,0.6,0.5,1,
Hassan Whiteside\whiteha01,C,32,UTA,24,0,15.5,3,4.9,0.61,0,0,,3,4.9,0.61,0.61,1.5,2.1,0.706,2.3,4.6,6.8,0.3,0.2,1.4,1,2.9,7.5,22.4,0.641,0,0.432,16.9,30.7,24.2,2.8,0.7,7.7,14.6,19.3,1,0.8,1.8,0.237,-0.8,1.2,0.4,0.2,1,
Andrew Wiggins\wiggian01,SF,26,GSW,26,26,30.7,6.8,14,0.49,2.2,5.3,0.413,4.7,8.7,0.538,0.569,2.7,3.7,0.719,1.2,3.2,4.4,1.8,0.8,0.5,1.6,1.7,18.5,17.3,0.595,0.38,0.264,4.3,11.1,7.8,9.3,1.3,1.7,9.4,24.2,1.3,1.3,2.7,0.16,1.4,-0.8,0.6,0.5,1,
Grant Williams\willigr01,PF,23,BOS,27,9,21.8,2.4,4.8,0.5,1.4,3.3,0.432,1,1.6,0.643,0.646,0.9,1,0.857,0.6,2.6,3.2,1,0.4,0.6,0.6,2,7.1,12.6,0.675,0.677,0.215,2.9,13,7.9,6.9,0.9,2.7,10.7,11.8,1.1,0.5,1.6,0.133,-0.1,-0.4,-0.5,0.2,1,
Kenrich Williams\willike04,SF,27,OKC,23,0,20.6,2.6,5.7,0.447,0.7,2,0.37,1.8,3.7,0.488,0.511,0.7,1.4,0.531,1.1,2.3,3.5,2,1,0.2,0.8,1.8,6.6,12.8,0.52,0.348,0.242,5.5,11.9,8.6,15.1,2.3,1,11,15,0.4,0.4,0.8,0.079,-1.9,0.5,-1.4,0.1,1,
Lou Williams\willilo02,PG,35,ATL,21,0,13.5,2.3,6,0.378,0.6,1.9,0.333,1.7,4.2,0.398,0.429,1,1.2,0.846,0.3,1.3,1.6,1.2,0.6,0.1,0.9,1,6.2,10.9,0.473,0.307,0.205,2.3,10,6.2,13.3,2.1,0.6,11.5,24.1,-0.2,0.2,0,0.001,-3.7,-1.7,-5.5,-0.2,1,
Christian Wood\woodch01,C,26,HOU,26,26,32,6.3,13.6,0.463,1.7,4.7,0.361,4.6,8.9,0.517,0.525,2.4,4.2,0.564,1.9,9.4,11.3,2.3,0.6,1.1,1.9,2.5,16.7,16.9,0.539,0.345,0.311,6.5,31.3,19,11.9,0.9,3.2,11.1,23,0.6,1,1.6,0.093,0.4,-1,-0.6,0.3,1,
Delon Wright\wrighde01,SG,29,ATL,24,0,14,1,2.7,0.369,0.3,0.9,0.364,0.7,1.8,0.372,0.431,0.5,0.7,0.765,0.8,2.1,2.8,2.1,0.7,0.1,0.5,0.5,2.9,12.9,0.476,0.338,0.262,5.9,15.7,10.9,19,2.4,0.8,13.2,10.9,0.4,0.3,0.7,0.102,-0.6,1.4,0.8,0.2,1,
Thaddeus Young\youngth01,PF,33,SAS,21,0,14.6,3,5.3,0.568,0,0.1,0,3,5.1,0.583,0.568,0.4,0.9,0.444,1.5,2,3.5,2.6,1,0.3,1,1.4,6.4,20.4,0.563,0.027,0.162,10.9,14.5,12.7,25.6,3.1,1.7,15.6,19.6,0.5,0.4,1,0.153,1.2,1.6,2.8,0.4,1,
Trae Young\youngtr01,PG,23,ATL,26,26,34.3,9.2,20.3,0.452,2.7,7.1,0.386,6.4,13.2,0.487,0.519,5.4,6.1,0.887,0.9,3.2,4.1,9.5,1,0.1,4.1,1.7,26.5,24.8,0.576,0.349,0.302,2.8,9.8,6.4,46.6,1.4,0.3,15.1,34.4,2.9,0.3,3.2,0.173,6.5,-2.1,4.4,1.4,1,
Cody Zeller\zelleco01,C,29,POR,24,0,13.3,1.8,3.2,0.566,0,0.2,0,1.8,3,0.597,0.566,1.5,2,0.766,1.8,2.8,4.6,0.8,0.3,0.3,0.7,2.1,5.1,17.5,0.631,0.053,0.618,14.7,23.5,19,9.1,1.1,1.8,15,15.5,0.9,0.2,1.1,0.163,-0.8,-1.1,-1.9,0,1,
Ivica Zubac\zubaciv01,C,24,LAC,27,27,25,3.7,5.4,0.673,0,0,,3.7,5.4,0.673,0.673,2.7,3.6,0.76,2.5,5.6,8.1,1.1,0.5,1,1.2,2.2,10,19.6,0.716,0,0.653,10.9,23.3,17.2,6.6,0.9,3.6,14.8,14.3,2.1,1.1,3.2,0.228,0.6,0.8,1.3,0.6,1,
