Player,Pos,Age,Team,Games,Gms_started,MinPerG,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,USG,OWS,DWS,WS,WSp48,OBPM,DBPM,BPM,VORP,Intercept,mvp score
Cody Martin\martico01,SF,26,CHO,26,3,27,3.3,6.7,0.494,1.1,2.2,0.483,2.2,4.5,0.5,0.575,1.3,1.7,0.733,1.4,3,4.5,2.5,1.4,0.6,0.7,1.8,9,15.5,0.601,0.333,0.259,5.4,12.4,8.8,12.2,2.4,2,8.5,12.8,1.5,0.4,1.9,0.128,0.9,0.4,1.2,0.6,1,
Kelan Martin\martike03,SF,26,IND,21,1,17,2.9,6.7,0.429,0.9,2.9,0.3,2,3.8,0.525,0.493,0.3,0.5,0.636,0.7,1.2,1.9,1,0.5,0.4,0.6,1.3,6.9,11.4,0.501,0.429,0.079,4.4,7.9,6.2,8.3,1.5,1.9,8.2,19.3,0.1,0.3,0.4,0.05,-1.6,-1.2,-2.8,-0.1,1,
Kenyon Martin Jr.\martike04,SF,21,HOU,25,0,15.9,2.8,5.1,0.555,0.4,1.4,0.294,2.4,3.8,0.649,0.594,0.7,1.1,0.607,0.6,2.4,3,1,0.4,0.4,0.4,1.1,6.8,15.9,0.602,0.266,0.219,4.1,16.3,10.2,10.6,1.1,2.6,6.7,16,0.7,0.3,1.1,0.127,0.4,-0.2,0.2,0.2,1,
Tyrese Maxey\maxeyty01,PG,21,PHI,26,26,34.5,6.2,13.2,0.466,1.1,3,0.367,5,10.2,0.496,0.509,3,3.5,0.867,0.4,3.2,3.7,4.6,0.7,0.6,1.3,2.3,16.4,16.6,0.558,0.23,0.262,1.4,10.2,5.8,21.1,1.1,1.6,7.9,21,1.7,0.5,2.2,0.118,1.2,-1.1,0.1,0.5,1,
CJ McCollum\mccolcj01,SG,30,POR,24,24,35.3,8,18.8,0.424,3.2,8.2,0.393,4.8,10.6,0.447,0.509,1.5,2.1,0.7,1.1,3,4.1,4.5,1.1,0.7,1.9,2.1,20.6,16.7,0.522,0.435,0.111,3.5,9.5,6.4,21,1.5,1.9,8.9,26.6,0.9,0.3,1.1,0.065,2.4,-2.2,0.2,0.5,1,
T.J. McConnell\mccontj01,PG,29,IND,24,6,24.2,3.8,7.5,0.503,0.3,1,0.28,3.5,6.5,0.538,0.522,0.5,0.6,0.8,0.8,2.5,3.3,4.8,1,0.4,1.2,1.8,8.4,16.1,0.536,0.138,0.083,3.7,11.4,7.6,28.8,2.1,1.3,13,16.2,1,0.6,1.6,0.134,0.1,1.1,1.2,0.5,1,
Jaden McDaniels\mcdanja02,PF,21,MIN,24,11,25,2.5,6.5,0.382,0.8,3,0.254,1.8,3.6,0.488,0.439,0.4,0.6,0.714,1.4,3,4.4,0.8,0.9,0.5,1,3.6,6.2,6.7,0.454,0.452,0.089,5.6,13,9.1,4.5,1.8,2.1,12.4,12.9,-0.2,0.6,0.3,0.026,-5.5,-0.5,-6,-0.6,1,
Jalen McDaniels\mcdanja01,SF,24,CHO,22,0,15,1.9,3.6,0.525,0.9,2,0.455,1,1.6,0.611,0.65,0.7,1.1,0.64,0.6,2.7,3.3,1,0.4,0.4,0.6,1.7,5.5,13.8,0.659,0.55,0.313,4.1,19.6,11.6,8.4,1.2,2.3,12.5,13.3,0.6,0.1,0.8,0.109,-0.3,-0.8,-1.2,0.1,1,
JaVale McGee\mcgeeja01,C,34,PHO,25,7,15.9,4.5,6.9,0.657,0,0.1,0.5,4.5,6.8,0.659,0.66,1.4,2.1,0.66,2.6,4.7,7.3,0.6,0.3,0.9,1.6,2.4,10.5,26,0.671,0.012,0.308,17.4,30.1,23.9,6.3,1,4.8,16.6,25.5,1.1,0.9,2,0.237,1.3,-0.1,1.2,0.3,1,
De'Anthony Melton\meltode01,SG,23,MEM,24,13,24.6,3.9,9.5,0.41,1.8,5.1,0.352,2.1,4.4,0.476,0.504,0.6,0.9,0.682,0.9,3.2,4.1,2.5,1.6,0.6,1.6,1.7,10.2,13.9,0.515,0.537,0.097,3.9,14.1,8.9,14.6,3.1,2.2,14.1,19.6,0.1,0.6,0.8,0.063,-0.5,0,-0.5,0.2,1,
Patty Mills\millspa02,PG,33,BRK,27,13,29.1,4.5,10.1,0.445,3,6.9,0.443,1.4,3.2,0.448,0.596,0.7,0.7,0.9,0.3,1.4,1.7,2.4,0.6,0.3,0.9,1.3,12.7,13.1,0.609,0.68,0.074,1,5,3.1,12,1,0.8,7.6,16.9,1.2,0.6,1.8,0.108,1.1,-1.5,-0.4,0.3,1,
Paul Millsap\millspa01,PF,36,BRK,21,0,11.2,1.3,3.6,0.355,0.3,1.2,0.24,1,2.4,0.412,0.395,0.6,0.8,0.706,1.2,2.5,3.7,1,0.2,0.3,0.5,2.1,3.4,10.5,0.431,0.329,0.224,11.8,22.5,17.4,12.4,1,2.7,10.7,17.4,0,0.4,0.4,0.078,-3.9,-0.1,-4.1,-0.1,1,
Shake Milton\miltosh01,PG,25,PHI,22,5,25,4.4,9.6,0.453,1,3,0.318,3.4,6.6,0.514,0.502,1.6,1.8,0.897,0.5,2.5,3.1,2.8,0.7,0.4,1,1.9,11.3,15,0.541,0.311,0.184,2.4,11.1,6.8,17.8,1.4,1.5,9.1,20.7,0.7,0.4,1,0.089,0.2,-0.9,-0.6,0.2,1,
Davion Mitchell\mitchda01,PG,23,SAC,27,0,25.5,3.9,9.8,0.392,1.2,4,0.299,2.7,5.9,0.456,0.453,0.7,1.1,0.667,0.6,1.9,2.5,3.5,0.8,0.2,1,2.2,9.6,10.6,0.467,0.404,0.113,2.6,7.8,5.2,19.6,1.5,0.6,9.1,18.8,0.2,0.2,0.4,0.026,-2.3,-1.4,-3.7,-0.3,1,
Donovan Mitchell\mitchdo01,SG,25,UTA,25,25,32.4,9.2,20.2,0.455,3.3,9.3,0.352,5.9,10.9,0.542,0.536,3.1,3.5,0.885,0.9,3,3.8,5,1.7,0.2,3,2.4,24.8,22.5,0.569,0.46,0.172,3.2,9.5,6.5,26.6,2.5,0.5,12.1,33.2,2,1,3,0.179,3.9,-0.2,3.7,1.2,1,
Evan Mobley\mobleev01,PF,20,CLE,24,24,33.5,5.5,11.5,0.482,0.6,1.8,0.333,5,9.8,0.509,0.507,2.3,3,0.775,1.7,6.8,8.5,2.5,0.9,1.9,1.6,2.2,14,16.3,0.545,0.152,0.257,5.7,21.3,13.7,11.3,1.3,5,11.3,18.8,0.8,1.5,2.3,0.138,-0.5,1.5,1,0.6,1,
Malik Monk\monkma01,SG,23,LAL,28,2,23.8,3.6,8.1,0.447,1.7,4.8,0.361,1.9,3.4,0.568,0.553,0.7,0.9,0.8,0.4,2.4,2.8,2.2,0.7,0.3,1.3,1.5,9.7,12.1,0.569,0.583,0.11,1.8,10.2,6.1,13.3,1.4,1,13.1,17.6,0.5,0.5,1,0.075,-0.9,-1,-1.9,0,1,
Monte Morris\morrimo01,PG,26,DEN,26,26,30.2,5.2,11,0.476,1.5,4.2,0.355,3.7,6.8,0.551,0.544,0.4,0.5,0.714,0.2,2.5,2.7,4.3,0.8,0.2,1.3,1.5,12.3,13.7,0.549,0.385,0.049,0.8,9.1,5,21.3,1.3,0.6,10.4,18.6,0.8,0.5,1.3,0.081,-0.8,-1,-1.8,0,1,
Trey Murphy III\murphtr02,SF,21,NOP,27,0,14,1.5,4.1,0.366,1.1,3,0.378,0.4,1.1,0.333,0.504,0.3,0.4,0.9,0.7,1.6,2.2,0.5,0.3,0.1,0.4,1.2,4.5,9.4,0.524,0.732,0.089,5,12.3,8.5,5.3,1.2,1,7.9,14.2,0.3,0.1,0.4,0.05,-2.1,-2.1,-4.1,-0.2,1,
Dejounte Murray\murrade01,PG,25,SAS,26,26,34.3,7.6,17.1,0.443,1.3,4,0.337,6.2,13.1,0.475,0.482,1.5,2.2,0.702,1,7.4,8.4,8.3,2,0.4,2.5,2.1,18,19.6,0.499,0.234,0.128,3.1,22.9,12.9,36.3,2.8,1,12.1,25.7,0.8,1.3,2.1,0.116,1.4,1.5,2.9,1.1,1,
Svi Mykhailiuk\mykhasv01,SF,24,TOR,26,4,18.1,2.5,5.9,0.418,1.1,3.3,0.322,1.4,2.5,0.545,0.51,0.8,0.8,0.909,0.6,1.9,2.5,1,0.8,0.1,0.7,1.3,6.8,12.2,0.541,0.569,0.144,3.5,12.2,7.6,8.4,2.1,0.6,10.5,16.6,0.4,0.4,0.8,0.084,-0.9,-0.7,-1.5,0.1,1,
Larry Nance Jr.\nancela02,PF,29,POR,27,1,20.6,2.5,4.9,0.519,0.4,1.6,0.273,2.1,3.2,0.644,0.565,0.7,1.2,0.606,1.5,3.7,5.3,1.6,0.9,0.4,0.8,1.6,6.2,14.7,0.577,0.336,0.252,8,20.3,14.1,10.8,2,1.7,12.6,13,0.9,0.4,1.3,0.11,-0.1,0.2,0.1,0.3,1,
Aaron Nesmith\nesmiaa01,SF,22,BOS,22,0,9.8,1.1,3.2,0.357,0.5,2.1,0.255,0.6,1,0.565,0.443,0.2,0.2,0.8,0.3,1.2,1.5,0.4,0.3,0,0.5,1.3,3,5.3,0.457,0.671,0.071,3.4,13.5,8.4,5.4,1.6,0.4,14.3,17.1,-0.3,0.2,-0.1,-0.016,-5.5,-0.6,-6.1,-0.2,1,
Raul Neto\netora01,PG,29,WAS,26,0,19.9,3.2,6.9,0.458,0.5,1.8,0.261,2.7,5.1,0.526,0.492,1.1,1.5,0.718,0.2,1.8,2,2.6,0.7,0,1.2,1.5,7.8,11.8,0.52,0.257,0.218,0.9,9.7,5.5,19.8,1.8,0.2,13.6,19.7,0.1,0.4,0.5,0.043,-3.2,-0.6,-3.7,-0.2,1,
Georges Niang\niangge01,PF,28,PHI,27,5,23.5,3.8,8.6,0.442,2,5.1,0.388,1.8,3.4,0.522,0.558,1,1.1,0.931,0.2,2.3,2.5,1.5,0.6,0.3,0.7,2.5,10.6,13.3,0.585,0.602,0.126,1.1,10.7,5.9,10,1.3,1.1,7.6,18.8,0.9,0.4,1.2,0.093,0.5,-1.5,-1,0.2,1,
Jusuf Nurkić\nurkiju01,C,27,POR,27,27,24.7,5,8.7,0.576,0.2,0.8,0.238,4.9,8,0.609,0.587,2.9,3.9,0.75,2.4,7.7,10.1,2.3,1.1,0.6,2.1,3.1,13.1,22.6,0.63,0.089,0.441,10.8,34.8,22.6,15,2.1,2.1,16.6,22.1,1.6,0.8,2.5,0.177,1.4,0.8,2.2,0.7,1,
Jordan Nwora\nworajo01,SF,23,MIL,22,0,17.3,2.5,6.5,0.385,1.2,3.4,0.347,1.3,3.1,0.426,0.476,0.5,0.6,0.846,0.5,2.6,3.1,1.1,0.2,0.4,1.2,1,6.7,9,0.494,0.524,0.091,3.1,15.5,9.5,9.1,0.6,2.3,14.9,19.6,-0.3,0.4,0.1,0.015,-2.5,-2.3,-4.7,-0.3,1,
Royce O'Neale\onealro01,SF,28,UTA,24,24,31,2.8,5.7,0.496,1.6,3.9,0.404,1.3,1.8,0.698,0.635,0.5,0.8,0.684,1,4,5,2.4,1.5,0.7,1.1,2.2,7.8,12.5,0.643,0.686,0.139,3.6,13.4,8.8,9.9,2.4,1.8,15.7,10.1,1.1,1.1,2.2,0.145,0.1,2.6,2.7,0.9,1,
Chuma Okeke\okekech01,PF,23,ORL,22,0,20.7,2.4,6.7,0.351,0.6,3.2,0.2,1.7,3.5,0.487,0.399,1,1.2,0.852,0.6,3.4,4,1.2,0.8,0.3,0.9,1.2,6.4,8.5,0.441,0.473,0.182,3,17.4,10.1,8.7,1.8,1.4,10.6,16.9,-0.4,0.3,-0.1,-0.012,-3.8,-0.8,-4.6,-0.3,1,
Isaac Okoro\okorois01,SF,21,CLE,21,17,28.9,3.1,7.5,0.414,0.7,3,0.242,2.4,4.5,0.526,0.462,1.5,2,0.762,1.4,2.6,4,1.8,0.9,0.3,1.1,2.2,8.4,9.5,0.504,0.395,0.268,5.5,9.4,7.5,8.9,1.5,0.9,11.6,14.3,0.3,0.7,1,0.08,-2.9,0.2,-2.6,-0.1,1,
Cedi Osman\osmande01,SF,26,CLE,22,0,22.8,4,8.9,0.456,2.4,5.9,0.411,1.6,3,0.545,0.592,1.1,1.5,0.727,0.4,2.3,2.6,1.8,1.1,0.4,0.9,1.8,11.6,16.7,0.609,0.662,0.169,1.8,10.6,6.3,12.5,2.4,1.4,8.7,20,0.9,0.8,1.7,0.161,2.4,1.3,3.8,0.7,1,
Kelly Oubre Jr.\oubreke01,SF,26,CHO,28,9,29.3,6.3,13.6,0.463,3,7.7,0.386,3.4,6,0.563,0.572,1.3,2,0.649,1.3,3,4.2,1.3,1.1,0.4,1.1,2.5,16.9,16.6,0.582,0.563,0.149,4.4,11.2,7.7,6.6,1.7,1.1,6.9,22.6,1.3,0.2,1.5,0.088,1.6,-2.2,-0.6,0.3,1,
Eric Paschall\pascher01,PF,25,UTA,22,0,11,1.2,2.8,0.426,0.5,1.8,0.308,0.6,1,0.636,0.525,0.5,0.8,0.706,0.6,1.2,1.8,0.6,0.1,0.1,0.5,0.8,3.5,10,0.555,0.639,0.279,6.3,11.2,8.9,7.7,0.6,1,14.9,14.5,0.2,0.2,0.4,0.088,-1.4,-0.8,-2.2,0,1,
Chris Paul\paulch01,PG,36,PHO,25,25,32.3,5.2,10.8,0.48,1,3,0.333,4.2,7.8,0.536,0.526,3.1,3.7,0.828,0.3,3.6,3.9,10.2,2,0.4,2.4,2.1,14.4,21.3,0.581,0.279,0.346,0.9,11.4,6.4,43.8,2.9,1,16,19.8,2.4,1.4,3.8,0.224,2.7,1.6,4.3,1.3,1,
Gary Payton II\paytoga02,PG,29,GSW,25,1,14.6,2.6,4,0.66,0.5,1.4,0.382,2.1,2.6,0.803,0.725,0.8,1.2,0.655,1.1,2.1,3.2,0.8,1.2,0.2,0.5,1.7,6.6,21,0.727,0.34,0.29,8.4,15,11.8,7.8,4.1,1.3,10.3,14.9,1.1,0.9,2,0.267,1.4,4,5.4,0.7,1,
Aleksej Pokusevski\pokusal01,PF,20,OKC,26,0,14.8,1.9,5.6,0.338,0.5,2.5,0.2,1.4,3.1,0.45,0.383,0.2,0.5,0.5,1,3.3,4.3,1.2,0.5,0.5,1.2,1.2,4.5,8.2,0.389,0.448,0.083,6.7,23.2,14.8,13.2,1.6,3.2,16.6,20.2,-1,0.5,-0.5,-0.059,-5.2,-0.7,-5.9,-0.4,1,
Jordan Poole\poolejo01,SG,22,GSW,26,26,30.7,6.4,14.3,0.45,2.8,8,0.349,3.6,6.2,0.58,0.549,2.5,2.8,0.917,0.3,2.9,3.2,3.4,1.1,0.2,2.5,2.8,18.2,15.3,0.587,0.563,0.194,1.1,9.9,5.7,17.5,1.8,0.7,13.7,25.2,0.9,1.3,2.3,0.137,-0.1,-0.3,-0.3,0.3,1,
Otto Porter\porteot01,PF,28,GSW,23,0,19.3,2.5,5.8,0.436,1.7,4.1,0.411,0.8,1.7,0.5,0.583,0.7,0.8,0.789,0.7,3.9,4.6,1,0.8,0.3,0.6,1.4,7.4,14.4,0.601,0.714,0.143,4.3,21,13,7.5,2.1,1.5,9,15,0.6,1,1.6,0.174,0.9,1.1,2,0.4,1,
Bobby Portis\portibo01,C,26,MIL,23,19,28.6,5.9,12.4,0.474,1.9,4.7,0.407,4,7.7,0.514,0.551,1.9,2.4,0.786,2.9,6.2,9.1,1.3,1,1,1.7,2.6,15.6,19.8,0.578,0.379,0.196,10.8,22.2,16.6,7.3,1.6,3.6,11.2,22.7,1.2,1.1,2.3,0.166,1.5,-0.5,1,0.5,1,
Dwight Powell\poweldw01,C,30,DAL,26,23,19.8,2.2,3.8,0.576,0.3,0.8,0.35,1.9,3,0.633,0.611,1.2,1.7,0.698,2,2.6,4.5,1.2,0.5,0.5,0.7,2.4,5.8,14.7,0.64,0.202,0.434,10.2,14.7,12.4,8.4,1.2,2.4,13.2,11.8,1.2,0.5,1.7,0.159,-1.1,-0.3,-1.4,0.1,1,
Norman Powell\powelno01,SF,28,POR,23,23,30.7,5.9,12.6,0.467,1.9,4.7,0.402,4,7.9,0.505,0.542,3.7,4.5,0.817,0.3,2,2.4,1.9,0.8,0.3,1.4,2,17.3,16.1,0.594,0.37,0.36,1.2,7.5,4.3,9.6,1.3,1.1,8.7,22.6,1.3,0.1,1.4,0.098,1.2,-2,-0.8,0.2,1,
Taurean Prince\princta02,PF,27,MIN,24,8,15.4,1.5,4.2,0.366,0.9,2.8,0.309,0.7,1.4,0.485,0.47,0.7,0.9,0.762,0.5,1.6,2.1,0.8,0.4,0.2,0.5,1.5,4.6,8,0.503,0.673,0.208,3,11.6,7.1,7.3,1.3,1.3,10.5,13.8,0.1,0.3,0.4,0.048,-3.1,-0.6,-3.7,-0.2,1,
Payton Pritchard\pritcpa01,SG,24,BOS,21,0,9.5,0.9,3.3,0.271,0.7,2.2,0.319,0.2,1.1,0.174,0.379,0.2,0.2,1,0.3,0.9,1.2,1.5,0,0.1,0.6,0.7,2.8,5.9,0.402,0.671,0.071,3.7,9.7,6.7,22,0.2,0.9,15.3,18.6,-0.2,0.1,-0.1,-0.032,-3.5,-2.8,-6.3,-0.2,1,
Immanuel Quickley\quickim01,PG,22,NYK,27,1,21.5,3.2,8.3,0.388,1.6,5,0.328,1.6,3.3,0.478,0.487,1.5,1.6,0.932,0.4,1.9,2.3,2.5,0.7,0,1,2,9.6,13,0.532,0.598,0.196,2,9.6,5.8,18.1,1.5,0,9.7,20.4,0.7,0.3,1,0.081,-1.1,-1.1,-2.2,0,1,
Julius Randle\randlju01,PF,27,NYK,27,27,35.3,6.9,16.2,0.426,1.7,5.2,0.326,5.2,11,0.473,0.478,3.6,4.8,0.76,1.9,8.1,10,5.3,0.7,0.7,3.4,2.7,19.1,17,0.523,0.323,0.295,5.6,24.6,15.1,25.2,1,1.9,15.7,27,0.6,0.9,1.5,0.077,1.1,-0.3,0.7,0.7,1,
Cam Reddish\reddica01,SF,22,ATL,22,0,22.2,3.8,9.4,0.401,1.5,4.2,0.37,2.2,5.2,0.426,0.483,2,2.3,0.9,0.8,1.9,2.7,1,1,0.2,1.3,1.4,11.1,13.4,0.535,0.444,0.242,4,8.8,6.5,6.2,2.3,0.7,11.2,23,0.2,0.3,0.5,0.053,-0.9,-1.4,-2.3,0,1,
Naz Reid\reidna01,C,22,MIN,25,1,16.1,3.3,7.1,0.469,0.9,2.5,0.355,2.4,4.6,0.53,0.531,1.5,2.1,0.712,1.3,2.2,3.5,0.7,0.5,0.9,1,2.4,9,17.4,0.563,0.35,0.294,8.1,14.8,11.3,7.4,1.6,5.3,11.1,23.2,0.5,0.5,1,0.12,-0.1,-0.1,-0.2,0.2,1,
Nick Richards\richani01,C,24,CHO,22,4,9.5,1.5,2.2,0.694,0,0,,1.5,2.2,0.694,0.694,0.7,0.8,0.833,1,1.2,2.2,0.3,0.2,0.6,0.6,1.5,3.8,16.8,0.729,0,0.367,10.4,14.2,12.2,4.7,0.9,5.8,18.6,14.2,0.5,0.1,0.6,0.138,-1.7,-0.5,-2.2,0,1,
Duncan Robinson\robindu01,SG,27,MIA,27,27,27.9,3.9,10.3,0.383,2.9,8.6,0.342,1,1.7,0.587,0.525,0.5,0.7,0.778,0.3,3,3.3,1.3,0.7,0.3,0.8,2.8,11.3,9.9,0.535,0.834,0.065,1.2,12,6.7,7.1,1.3,1,7.2,18.1,0.4,0.8,1.1,0.072,-0.9,-0.3,-1.2,0.1,1,
Mitchell Robinson\robinmi01,C,23,NYK,24,20,24.4,2.8,3.7,0.742,0,0,,2.8,3.7,0.742,0.742,1.4,2.2,0.635,3.1,4.6,7.8,0.6,0.4,1.7,0.6,2.8,6.9,18.5,0.737,0,0.584,13.6,20.2,16.9,3.8,0.9,6.6,11.1,9.4,1.8,0.7,2.5,0.202,-0.1,0.2,0.1,0.3,1,
Jeremiah Robinson-Earl\robinje02,C,21,OKC,26,19,21.7,2.7,6.3,0.421,1.1,3.2,0.349,1.5,3.1,0.494,0.509,0.5,0.8,0.667,1.7,4,5.8,0.8,0.5,0.3,0.8,1.5,7,11.8,0.522,0.506,0.128,8,19.4,13.6,6.2,1.1,1.2,10.8,14.9,0.3,0.5,0.8,0.065,-1.7,-1.5,-3.2,-0.2,1,
Derrick Rose\rosede01,PG,33,NYK,24,2,24.5,4.9,10.8,0.452,1.4,3.6,0.391,3.5,7.2,0.483,0.517,1.2,1.2,0.966,0.8,2.2,3,4,0.9,0.5,1.5,0.5,12.3,18.4,0.545,0.336,0.112,3.6,9.6,6.6,27.6,1.8,1.9,12,23,1,0.4,1.3,0.109,2.8,-0.8,2,0.6,1,
Terrence Ross\rosste01,SG,30,ORL,27,0,25.3,3.6,9.1,0.393,1.4,4.7,0.302,2.2,4.5,0.488,0.47,2.2,2.6,0.857,0.3,1.9,2.3,2,0.6,0.2,1.5,1.3,10.8,10.4,0.526,0.51,0.283,1.4,8.1,4.7,12.6,1.1,0.7,12.9,20.1,0,0.1,0.1,0.01,-2.1,-2.4,-4.5,-0.4,1,
Ricky Rubio\rubiori01,PG,31,CLE,28,5,28.6,4.3,11.9,0.359,1.8,5.1,0.35,2.5,6.8,0.366,0.434,2.7,3.2,0.843,0.4,3.5,4,6.3,1.2,0.1,2.7,2.3,13,13.2,0.489,0.428,0.266,1.7,13.1,7.5,32.9,2,0.4,16.9,24.5,0.1,1.2,1.2,0.074,-1,-0.4,-1.3,0.1,1,
D'Angelo Russell\russeda01,PG,25,MIN,22,22,32.8,6.5,17,0.383,2.9,8.8,0.33,3.6,8.1,0.441,0.469,3,3.7,0.817,0.5,3.4,3.9,6.4,0.9,0.7,2.6,2.2,19,16.1,0.51,0.52,0.22,1.5,11.5,6.2,32,1.3,2.2,12.4,26.9,0.8,0.5,1.3,0.086,2.1,-0.9,1.1,0.5,1,
Domantas Sabonis\sabondo01,C,25,IND,28,27,34.1,6.9,11.9,0.584,0.8,2.5,0.31,6.1,9.3,0.659,0.617,3.5,4.6,0.762,3.2,8.7,11.9,4.2,1.1,0.4,3,3.3,18.2,22.6,0.654,0.214,0.392,10.6,27.5,19.2,19.3,1.6,0.9,17.8,21.7,2.8,1.3,4.1,0.207,3.2,0.9,4.2,1.5,1,
Tomáš Satoranský\satorto01,SG,30,NOP,24,3,15.2,1,3.1,0.333,0.1,0.8,0.158,0.9,2.3,0.393,0.353,0.5,0.7,0.75,0.5,1.5,2,2,0.3,0,0.8,1.2,2.7,5.9,0.396,0.253,0.213,3.7,10.7,7.1,18.4,1.1,0,18,11.7,-0.2,0.1,-0.1,-0.016,-5.6,-1.5,-7.1,-0.5,1,
Dennis Schröder\schrode01,SG,28,BOS,26,17,33.4,6.3,14.3,0.445,1.6,4.6,0.342,4.8,9.7,0.494,0.5,3.2,3.6,0.894,0.7,3,3.6,4.9,0.9,0,2.6,2.4,17.5,15.2,0.552,0.323,0.253,2.1,9.6,5.8,24.2,1.4,0.1,14,24.1,1,0.6,1.6,0.088,-0.3,-1.7,-2,0,1,
Alperen Şengün\sengual01,C,19,HOU,25,2,17.9,3,6,0.507,0.4,1.1,0.357,2.6,4.9,0.541,0.54,2.6,3.6,0.711,1.4,3.1,4.5,2.6,1.1,0.7,1.8,3,9,19.4,0.596,0.187,0.6,8.7,18.3,13.5,23.3,2.9,3.6,18.8,22.1,0.8,0.6,1.4,0.154,-0.1,2.1,2,0.5,1,
Landry Shamet\shamela01,SG,24,PHO,24,4,20,2.5,6.7,0.375,1.8,4.5,0.398,0.7,2.2,0.327,0.509,1.1,1.3,0.839,0.2,2.3,2.5,1.7,0.3,0.1,0.5,1.2,7.9,10.8,0.544,0.675,0.194,1.1,11.4,6.4,11,0.6,0.4,7,16.8,0.5,0.5,1,0.099,-0.3,-1.1,-1.4,0.1,1,
Anfernee Simons\simonan01,SG,22,POR,23,3,23.4,4.7,10.3,0.458,2.2,5.7,0.392,2.5,4.7,0.537,0.565,0.9,1,0.909,0.5,2.1,2.6,2.2,0.4,0.2,1.1,1.7,12.6,15.4,0.583,0.546,0.092,2.2,10,6,15.2,0.9,0.7,9.5,22.1,0.9,0,0.9,0.083,1.5,-2.1,-0.7,0.2,1,
Marcus Smart\smartma01,PG,27,BOS,26,26,34.3,3.9,10.2,0.383,1.3,4.8,0.28,2.5,5.3,0.475,0.449,1.9,2.5,0.758,0.5,3.3,3.8,5.3,2.2,0.3,2,2.4,11,12.3,0.49,0.473,0.25,1.7,10.4,6,22.7,3.2,0.7,14.8,16.9,0.2,1.1,1.4,0.075,-2.5,1.4,-1.2,0.2,1,
Tony Snell\snellto01,SG,30,POR,21,3,11.8,0.6,2.1,0.295,0.4,1.6,0.265,0.2,0.5,0.4,0.398,0,0,1,0.1,1.2,1.3,0.7,0.2,0.1,0.2,0.9,1.7,3.9,0.405,0.773,0.023,0.9,11.7,6.2,7.3,0.8,1.2,8.3,8.5,-0.1,0,-0.1,-0.013,-4.3,-0.9,-5.3,-0.2,1,
Isaiah Stewart\stewais01,C,20,DET,24,24,25.9,3.3,6.1,0.544,0,0.5,0.083,3.3,5.6,0.585,0.548,0.8,1.2,0.69,2.5,5.6,8,1.2,0.5,1.2,1,2.6,7.5,14,0.566,0.082,0.197,9.6,25.3,16.9,7.4,0.9,4.2,13.5,12.8,0.6,0.7,1.3,0.1,-2.7,-0.5,-3.2,-0.2,1,
Jalen Suggs\suggsja01,PG,20,ORL,21,21,27.8,4.1,12.2,0.339,1.2,4.9,0.255,2.9,7.4,0.394,0.389,2.8,3.6,0.763,0.8,2.6,3.4,3.6,1.1,0.4,3.2,2.8,12.3,7.8,0.444,0.397,0.296,2.9,10.1,6.4,20.7,2,1.4,18.7,26.4,-1.4,0.3,-1.1,-0.091,-4.7,-2,-6.8,-0.7,1,
Jae'Sean Tate\tateja01,SF,26,HOU,26,26,28.2,4.7,9.5,0.488,0.7,2.6,0.265,4,6.9,0.572,0.524,1.9,2.6,0.721,2,4.1,6.1,3.1,0.8,0.7,2,3.5,11.9,14.4,0.556,0.274,0.274,7.5,15.5,11.5,17.4,1.4,2.2,15.5,19,0.8,0.6,1.4,0.09,-1.5,-0.3,-1.8,0,1,
Jayson Tatum\tatumja01,SF,23,BOS,27,27,36.3,9,21.7,0.414,2.7,8.3,0.327,6.3,13.5,0.467,0.476,4.9,6,0.815,1.1,7.6,8.7,3.6,0.9,0.8,2.8,2.5,25.6,19.1,0.525,0.38,0.276,3.3,22.6,12.9,18,1.2,2,10.2,32.8,0.6,1.2,1.9,0.092,2.1,-0.9,1.1,0.8,1,
Garrett Temple\templga01,SG,35,NOP,27,9,18.6,1.8,4.8,0.377,1.1,3,0.363,0.7,1.9,0.4,0.488,0.7,0.9,0.792,0.7,2.1,2.9,1.1,0.9,0.6,0.8,1.6,5.4,10.6,0.519,0.615,0.185,4.2,12.7,8.3,8.2,2.5,2.8,13.5,13.8,0.1,0.4,0.6,0.053,-2.3,0.1,-2.2,0,1,
Obi Toppin\toppiob01,PF,23,NYK,26,0,15.9,3.4,6.4,0.53,0.3,1.8,0.196,3,4.6,0.658,0.557,1.6,2,0.788,1.2,2.7,3.9,0.9,0.3,0.6,0.9,1.5,8.7,19.9,0.598,0.277,0.313,8,18.1,13,10.1,1.1,3.6,11.3,22.6,0.9,0.4,1.3,0.145,1.3,-0.2,1.1,0.3,1,
