Player,Pos,Age,Team,Games,Gms_started,MinPerG,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,USG,OWS,DWS,WS,WSp48,OBPM,DBPM,BPM,VORP,Intercept,
Cory Joseph\josepco01,PG,29,SAC,44,2,21.5,2.5,5.7,0.444,0.7,2.1,0.33,1.8,3.5,0.513,0.506,0.8,1.1,0.766,0.6,1.7,2.3,2.5,0.9,0.2,1,2.2,6.6,10,0.534,0.376,0.188,2.9,8.9,5.9,14.8,2,0.8,14,14.3,0.4,0.2,0.6,0.03,-3,-0.6,-3.7,-0.4,1,
Cory Joseph\josepco01,PG,29,DET,16,8,26.1,4.6,8.9,0.514,0.8,1.9,0.387,3.8,6.9,0.55,0.556,2.1,2.4,0.868,0.5,2.6,3.1,5.4,1.2,0.4,1.8,2.1,11.9,17.9,0.602,0.218,0.268,2.1,11.1,6.5,33.2,2.2,1.5,15,19.5,0.8,0.4,1.2,0.144,0.6,0.6,1.2,0.3,1,
Mfiondu Kabengele\kabenmf01,PF,23,TOT,31,0,5.5,0.6,1.6,0.36,0.3,0.9,0.276,0.3,0.7,0.476,0.44,0.2,0.3,0.778,0.1,0.8,0.9,0.4,0.2,0.2,0.3,0.9,1.6,6.8,0.473,0.58,0.18,1.9,15.7,8.8,9.7,1.7,3.6,15.6,16.4,-0.2,0.2,0,0.004,-6.4,0.3,-6,-0.2,1,
Mfiondu Kabengele\kabenmf01,PF,23,LAC,23,0,4.1,0.4,1.4,0.281,0.2,0.8,0.222,0.2,0.6,0.357,0.344,0.2,0.3,0.833,0,0.6,0.6,0.2,0.1,0.1,0.3,0.8,1.2,1.4,0.39,0.563,0.188,1.2,15.2,8.4,6.8,1.1,2.8,14.8,19.1,-0.3,0.1,-0.2,-0.077,-9.2,-1.7,-10.9,-0.2,1,
Mfiondu Kabengele\kabenmf01,PF,23,CLE,8,0,9.8,1.1,2.3,0.5,0.5,1.4,0.364,0.6,0.9,0.714,0.611,0.3,0.4,0.667,0.3,1.4,1.6,0.9,0.5,0.5,0.5,1.1,3,13.3,0.621,0.611,0.167,2.8,16.3,9.4,13,2.5,4.6,17.2,13.1,0.1,0.1,0.2,0.102,-3,2.7,-0.3,0,1,
Frank Kaminsky\kaminfr01,C,27,PHO,39,13,14.5,2.5,5.2,0.478,0.7,1.9,0.384,1.8,3.3,0.531,0.547,0.7,1.2,0.574,0.7,2.9,3.7,1.5,0.3,0.4,0.4,1.3,6.4,16.2,0.557,0.36,0.232,5.7,22.5,14.2,14.5,1.1,2.4,7.1,18.9,0.9,0.8,1.7,0.142,0.7,1.2,2,0.6,1,
Enes Kanter\kanteen01,C,28,POR,64,35,25.2,4.9,8,0.605,0,0,0,4.9,8,0.606,0.605,1.8,2.3,0.78,4.1,7.2,11.3,1.3,0.5,0.7,1.2,2.4,11.5,22.5,0.637,0.002,0.292,16.8,31.5,23.9,7.5,1,2.4,11.3,17.4,5.3,1.5,6.8,0.201,1.9,-1.8,0.1,0.9,1,
Luke Kennard\kennalu01,SG,24,LAC,58,15,19.6,3.1,6.4,0.479,1.6,3.5,0.46,1.5,3,0.5,0.603,0.4,0.5,0.828,0.2,2.4,2.7,1.7,0.3,0.2,0.8,1.5,8.2,12.8,0.614,0.54,0.078,1.4,13.5,7.6,12,0.9,0.7,10.4,16.8,1.6,0.9,2.5,0.106,0.4,-0.9,-0.4,0.5,1,
Maxi Kleber\klebima01,PF,29,DAL,48,40,27.3,2.4,5.5,0.425,1.8,4.3,0.415,0.6,1.3,0.459,0.585,0.7,0.8,0.919,0.9,4.3,5.2,1.3,0.5,0.7,0.6,2.2,7.2,10.5,0.611,0.771,0.139,3.7,17.2,10.5,6.4,0.9,2.4,9.6,10.6,1.6,1.2,2.8,0.103,-0.7,0,-0.7,0.4,1,
Nathan Knight\knighna01,PF,23,ATL,30,0,8.1,1,2.8,0.353,0.2,0.9,0.179,0.8,1.9,0.439,0.382,1.4,1.6,0.837,0.8,1.2,2,0.2,0.3,0.2,0.5,0.7,3.5,13.1,0.497,0.329,0.576,10.9,16.4,13.7,4.1,1.8,2.5,12.3,21.7,0,0.3,0.3,0.059,-2.4,-1.6,-4,-0.1,1,
Kevin Knox\knoxke01,SF,21,NYK,40,0,11.4,1.4,3.5,0.39,0.9,2.2,0.386,0.5,1.3,0.396,0.511,0.4,0.5,0.8,0.3,1.3,1.5,0.5,0.3,0.2,0.4,0.9,4,9,0.534,0.624,0.142,2.4,12.1,7.3,5.6,1.3,1.3,10.2,16.2,0,0.6,0.6,0.064,-1.7,-0.2,-1.9,0,1,
John Konchar\konchjo01,SG,24,MEM,37,0,13.1,1.3,2.9,0.449,0.4,1.1,0.357,0.9,1.8,0.508,0.519,0.5,0.6,0.833,0.7,2,2.8,1.1,0.8,0.2,0.5,0.9,3.5,12.9,0.557,0.393,0.224,5.8,16.7,11.2,10.5,3,1.3,12.6,11.8,0.5,0.7,1.2,0.117,-1.6,1.4,-0.2,0.2,1,
Furkan Korkmaz\korkmfu01,SG,23,PHI,51,10,19.5,3.2,7.8,0.409,1.9,4.9,0.385,1.3,2.9,0.449,0.53,1.2,1.6,0.728,0.3,1.8,2.1,1.4,0.9,0.2,0.8,1.2,9.5,13.3,0.554,0.632,0.203,1.7,9.8,5.8,10.6,2.3,0.8,9,20.6,0.7,1.4,2.1,0.101,0,0.4,0.3,0.6,1,
Luke Kornet\kornelu01,PF-C,25,TOT,25,0,9.8,1.2,2.9,0.417,0.5,1.9,0.277,0.7,1,0.68,0.507,0.1,0.2,0.5,0.4,1.6,2,0.7,0.1,0.8,0.2,0.4,3,13.3,0.509,0.653,0.083,4.1,18.2,11.2,10.1,0.4,7.9,5.1,13.8,0.2,0.3,0.5,0.097,0.1,1,1.2,0.2,1,
Luke Kornet\kornelu01,PF,25,CHI,13,0,7.2,0.7,2.1,0.333,0.5,1.8,0.261,0.2,0.3,0.75,0.444,0.2,0.3,0.5,0.1,1.1,1.2,0.3,0.2,0.5,0.1,0.1,2,9.8,0.452,0.852,0.148,1.2,16.4,8.9,5.5,1,6.5,3.4,13.7,0,0.1,0.1,0.043,-0.3,0.8,0.5,0.1,1,
Luke Kornet\kornelu01,C,25,BOS,12,0,12.6,1.8,3.8,0.467,0.6,2,0.292,1.2,1.8,0.667,0.544,0.1,0.2,0.5,0.7,2.2,2.8,1.2,0,1.2,0.3,0.8,4.2,15.5,0.545,0.533,0.044,5.9,19.3,12.6,12.9,0,8.7,6.1,13.9,0.2,0.2,0.4,0.131,0.4,1.2,1.6,0.1,1,
Rodions Kurucs\kurucro01,SF-PF,22,TOT,21,0,6,0.5,1.5,0.344,0.3,1,0.286,0.2,0.5,0.455,0.438,0.1,0.2,0.75,0.2,0.9,1.1,0.5,0.4,0.2,0.6,0.8,1.5,6.4,0.459,0.656,0.125,4.3,15.4,9.8,10.3,3.4,2.9,27.8,15.9,-0.3,0.2,-0.1,-0.037,-7,2.5,-4.6,-0.1,1,
Rodions Kurucs\kurucro01,PF,22,BRK,5,0,3.2,0.2,0.6,0.333,0.2,0.4,0.5,0,0.2,0,0.5,0,0,,0,0.6,0.6,0.4,0,0,0,0.2,0.6,7.7,0.5,0.667,0,0,19.9,10.4,15.1,0,0,0,8.1,0,0,0,0.082,-1.2,0.4,-0.8,0,1,
Rodions Kurucs\kurucro01,SF,22,HOU,11,0,6.8,0.5,1.9,0.238,0.2,1.4,0.133,0.3,0.5,0.5,0.286,0.1,0.2,0.5,0.2,0.8,1,0.4,0.5,0.4,0.8,0.6,1.2,0.9,0.297,0.714,0.095,2.7,13.3,7.8,7.2,3.8,4.8,29.1,17.5,-0.4,0.1,-0.3,-0.172,-10.4,2.1,-8.3,-0.1,1,
Rodions Kurucs\kurucro01,SF,22,MIL,5,0,6.8,1,1.6,0.625,0.6,0.8,0.75,0.4,0.8,0.5,0.813,0.4,0.4,1,0.6,1.2,1.8,0.8,0.6,0,0.8,1.6,3,18,0.845,0.5,0.25,9.6,17.9,13.9,15.1,4.2,0,31.1,15.9,0.1,0.1,0.1,0.204,-2.3,4.3,2,0,1,
Kyle Kuzma\kuzmaky01,SF,25,LAL,61,29,28.6,4.9,11.2,0.438,2.1,5.7,0.363,2.9,5.5,0.515,0.53,0.9,1.4,0.687,1.7,4.6,6.3,1.8,0.5,0.6,1.7,1.8,12.8,12.8,0.543,0.507,0.121,6.8,17.7,12.3,9.3,0.9,2,12.4,20.5,0.3,2.6,2.9,0.079,-0.3,-0.6,-0.9,0.5,1,
Anthony Lamb\lamban01,SF,23,HOU,17,0,11.5,1.2,3.6,0.328,0.6,2.2,0.27,0.6,1.4,0.417,0.41,0.5,0.5,0.889,0.9,1.1,2.1,0.4,0.1,0.2,0.4,1.1,3.4,6.7,0.446,0.607,0.148,8.4,10.8,9.5,5.1,0.5,1.4,9.7,15.7,-0.1,0.1,0,-0.008,-4.6,-2.2,-6.8,-0.2,1,
Jeremy Lamb\lambje01,SG,28,IND,36,8,21.3,3.3,7.7,0.435,1.4,3.6,0.406,1.9,4.1,0.459,0.529,2,2.1,0.947,0.7,2.9,3.6,1.5,0.9,0.6,0.6,2,10.1,15.9,0.587,0.464,0.272,3.6,15,9.3,9.5,2.1,2.5,6.6,18.5,1.2,0.9,2.1,0.134,0.9,0.4,1.3,0.6,1,
Romeo Langford\langfro01,SG,21,BOS,14,3,15.4,0.9,2.9,0.317,0.3,1.1,0.267,0.6,1.9,0.346,0.366,0.3,0.3,1,0.8,1.3,2.1,0.6,0.3,0.3,0.6,1.2,2.4,3.9,0.398,0.366,0.098,5.7,9.3,7.5,4.6,0.9,1.7,15.8,10.1,-0.2,0.1,-0.1,-0.012,-5.2,-0.5,-5.7,-0.2,1,
Zach LaVine\lavinza01,SG,25,CHI,53,53,35.2,9.8,19.4,0.506,3.4,8.2,0.416,6.4,11.2,0.572,0.594,4.4,5.2,0.848,0.6,4.5,5.1,5.1,0.8,0.5,3.6,2.3,27.5,21.6,0.633,0.424,0.268,1.9,14.1,8.1,24.2,1.1,1.3,14.4,31.2,3.6,1.6,5.2,0.133,4.8,-1,3.8,2.7,1,
Jake Layman\laymaja01,SF,26,MIN,42,11,14.3,2.1,4.2,0.497,0.5,1.7,0.288,1.6,2.4,0.647,0.557,0.6,0.9,0.703,0.3,1.2,1.5,0.7,0.7,0.4,0.6,1,5.3,11.5,0.578,0.417,0.211,2.3,9.5,5.8,6.7,2.3,2.5,12,15.2,0.2,0.4,0.6,0.049,-2.6,-0.1,-2.7,-0.1,1,
T.J. Leaf\leaftj01,PF,23,POR,2,0,6.5,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,0,,0,0,0,0,0.5,0.5,0.5,0,1,6.1,0.5,0,0,0,0,0,0,3.8,6.9,33.3,9.9,0,0,0,-0.055,-6.5,3.7,-2.8,0,1,
Jalen Lecque\lecquja01,PG,20,IND,4,0,3,0.3,2.3,0.111,0,0.3,0,0.3,2,0.125,0.111,0.8,0.8,1,0.5,0.8,1.3,0.5,0,0,0,0,1.3,4.8,0.242,0.111,0.333,18.1,27,22.6,20.8,0,0,0,36.7,-0.1,0,-0.1,-0.232,-6.3,-6.8,-13.1,0,1,
Damion Lee\leeda03,SG,28,GSW,57,1,18.9,2.2,4.8,0.467,1.4,3.4,0.397,0.9,1.4,0.638,0.608,0.7,0.8,0.909,0.4,2.8,3.2,1.3,0.7,0.1,0.5,1.6,6.5,11.8,0.636,0.708,0.161,2.2,15.5,8.9,9.2,1.7,0.7,9.3,12.8,1.4,1.2,2.6,0.116,-0.8,0.5,-0.3,0.5,1,
Saben Lee\leesa01,PG,21,DET,40,7,15.2,1.8,4.1,0.451,0.2,0.4,0.438,1.7,3.7,0.452,0.472,1.3,1.9,0.676,0.4,1.6,2,3.4,0.7,0.3,1,1.6,5.1,13.5,0.522,0.099,0.457,2.9,11.8,7.3,32.8,2.1,1.4,17.4,16.9,0.5,0.6,1.1,0.089,-2.4,0.4,-2,0,1,
Alex Len\lenal01,C,27,TOT,56,34,15.4,2.8,4.4,0.623,0.1,0.4,0.32,2.6,4,0.658,0.64,1.1,1.9,0.6,1.2,2.8,3.9,0.8,0.3,1,0.9,2,6.8,16.3,0.646,0.101,0.425,8.2,19.2,13.7,7.5,0.8,5.7,15.3,16.8,1.2,1.1,2.3,0.126,-1.3,0.6,-0.7,0.3,1,
Alex Len\lenal01,C,27,TOR,7,2,10.9,0.7,1.4,0.5,0.4,0.9,0.5,0.3,0.6,0.5,0.65,0.4,0.9,0.5,0,1.6,1.6,0.4,0.1,0.9,1.1,1.4,2.3,4.3,0.633,0.6,0.6,0,16.4,8,5.2,0.6,7.9,38.8,11.7,-0.1,0.1,0,-0.031,-6.8,1.2,-5.6,-0.1,1,
Alex Len\lenal01,C,27,WAS,49,32,16,3,4.8,0.629,0.1,0.4,0.263,2.9,4.4,0.661,0.639,1.2,2,0.606,1.3,2.9,4.3,0.9,0.3,1,0.9,2.1,7.4,17.5,0.647,0.08,0.418,9,19.5,14.2,7.7,0.8,5.5,13.8,17.3,1.3,1,2.3,0.142,-0.7,0.5,-0.2,0.4,1,
Kawhi Leonard\leonaka01,SF,29,LAC,47,47,34.3,9.3,18,0.517,2,4.9,0.397,7.4,13.1,0.562,0.571,4.9,5.6,0.878,1.1,5.5,6.6,5.1,1.6,0.4,2,1.6,25.5,26.8,0.622,0.274,0.31,3.9,17.5,10.9,24.9,2.4,1.1,8.7,29,6,2.1,8.1,0.243,5.9,1,6.9,3.6,1,
Meyers Leonard\leoname01,C,28,MIA,3,2,9.7,1,2.3,0.429,1,2.3,0.429,0,0,,0.643,0.3,0.7,0.5,0,2.3,2.3,0.7,0,0,0.7,1.7,3.3,6.6,0.635,1,0.286,0,26.9,13.7,9.9,0,0,20.2,15.4,0,0,0,0.041,-3.5,-0.9,-4.4,0,1,
Caris LeVert\leverca01,SG,26,TOT,39,31,30.7,7.4,16.6,0.444,1.7,5.5,0.318,5.6,11.1,0.507,0.497,2.7,3.4,0.791,0.7,3.6,4.4,4.7,1.4,0.6,1.9,2.1,19.2,17.7,0.53,0.33,0.207,2.7,12.7,7.8,23.9,2.1,1.6,9.5,28,0.8,1.2,2,0.081,0.2,-0.3,-0.1,0.6,1,
Caris LeVert\leverca01,SG,26,BRK,12,4,27.8,7.3,16.7,0.435,1.8,5.3,0.349,5.4,11.4,0.474,0.49,2.2,2.8,0.765,0.8,3.5,4.3,6,1.1,0.5,2.2,1.7,18.5,19.2,0.516,0.315,0.17,3.5,13.4,8.6,34.1,1.9,1.6,10.8,31.3,0.3,0.3,0.6,0.085,1.3,-0.7,0.6,0.2,1,
Caris LeVert\leverca01,SG,26,IND,27,27,32,7.4,16.6,0.449,1.7,5.6,0.305,5.7,11,0.522,0.5,3,3.7,0.8,0.7,3.7,4.4,4.1,1.5,0.6,1.8,2.3,19.6,17.2,0.537,0.337,0.223,2.4,12.5,7.5,19.9,2.2,1.6,8.9,26.7,0.5,0.9,1.4,0.08,-0.2,-0.2,-0.4,0.4,1,
Kira Lewis Jr.\lewiski01,PG,19,NOP,46,0,16.5,2.4,6.2,0.393,0.8,2.3,0.343,1.7,3.9,0.422,0.456,0.6,0.8,0.8,0.2,1,1.2,2.3,0.7,0.2,0.6,1.6,6.3,10.6,0.479,0.368,0.123,1.3,6.6,4,19.4,2.1,1.2,8.8,18.3,0.2,0.5,0.7,0.046,-3,-0.5,-3.5,-0.3,1,
Damian Lillard\lillada01,PG,30,POR,59,59,35.9,8.8,20.1,0.436,4,10.7,0.378,4.7,9.4,0.501,0.536,6.7,7.2,0.927,0.5,3.8,4.3,7.6,0.9,0.3,3.1,1.6,28.3,24.5,0.607,0.531,0.36,1.4,11.6,6.3,34.8,1.3,0.7,11.8,31.7,7.6,0.6,8.2,0.187,6.7,-1.8,4.9,3.7,1,
Nassir Little\littlna01,PF,20,POR,43,2,13.9,1.6,3.6,0.445,0.6,1.8,0.346,1,1.8,0.545,0.532,0.8,1,0.795,0.7,2.1,2.8,0.5,0.1,0.3,0.4,1.2,4.7,11.2,0.574,0.503,0.284,5.2,16.5,10.7,5,0.4,2,8.4,13.7,0.8,0.2,0.9,0.076,-1.2,-2.1,-3.3,-0.2,1,
Kevon Looney\looneke01,C,24,GSW,53,26,17.9,1.7,3.2,0.542,0.1,0.3,0.235,1.6,2.8,0.576,0.554,0.5,0.7,0.658,1.9,2.9,4.8,2,0.4,0.4,0.6,2.1,4,12.3,0.571,0.101,0.226,11.3,17,14.2,14.6,1,1.8,15.2,9.8,1.7,1,2.7,0.137,-1.8,0.5,-1.3,0.2,1,
Brook Lopez\lopezbr01,C,32,MIL,63,63,27.3,4.4,9,0.491,1.4,4.2,0.342,3,4.8,0.623,0.571,1.6,1.8,0.853,1.4,3.5,4.9,0.8,0.6,1.5,0.9,2.1,11.9,14.9,0.604,0.468,0.204,5.6,12.9,9.4,3.7,1,4.9,8.6,16.5,2.5,2.1,4.6,0.129,0,0,0,0.9,1,
Robin Lopez\lopezro01,C,32,WAS,63,9,19.2,3.6,5.6,0.634,0.1,0.3,0.278,3.5,5.3,0.653,0.641,1.4,1.9,0.711,1.9,1.9,3.8,0.8,0.2,0.6,1,1.5,8.6,16.1,0.663,0.051,0.341,10.7,10.3,10.5,6.2,0.5,2.6,13.9,16.3,2.4,0.8,3.2,0.128,0,-1.3,-1.3,0.2,1,
Kevin Love\loveke01,PF,32,CLE,21,21,23.9,3.9,9.7,0.404,2.1,6.1,0.349,1.8,3.5,0.5,0.515,1.6,2,0.805,0.6,6.2,6.8,2.4,0.6,0.1,1.5,1.1,11.5,14.1,0.547,0.635,0.202,2.6,29.9,15.9,15.9,1.2,0.4,12.6,22,0.1,0.5,0.7,0.062,0.2,-1.1,-0.9,0.1,1,
Kyle Lowry\lowryky01,PG,34,TOR,46,46,34.8,5.7,13,0.436,2.8,7.2,0.396,2.8,5.8,0.487,0.546,3,3.5,0.875,0.8,4.6,5.4,7.3,1,0.3,2.7,3.1,17.2,16.5,0.593,0.555,0.268,2.3,15,8.5,31.8,1.4,0.9,15.9,21.4,2.9,1.3,4.2,0.127,1.9,-0.7,1.2,1.3,1,
Timothé Luwawu-Cabarrot\luwawti01,SF,25,BRK,55,7,18.8,2.3,6.3,0.364,1.3,4.3,0.315,1,2.1,0.465,0.47,0.6,0.8,0.814,0.5,1.8,2.3,1.2,0.6,0.1,0.8,1.8,6.6,7.7,0.493,0.673,0.123,3,10.3,6.8,8.3,1.5,0.5,10.2,17.3,-0.3,0.6,0.3,0.015,-3.2,-1.7,-4.9,-0.7,1,
Trey Lyles\lylestr01,PF,25,SAS,23,9,15.6,1.9,3.9,0.478,0.6,1.7,0.35,1.3,2.2,0.58,0.556,0.7,1,0.652,0.4,3.3,3.7,0.6,0.3,0,0.3,0.6,5,11.4,0.574,0.444,0.256,2.6,23.2,12.8,5.3,0.8,0.2,5.7,12.9,0.3,0.4,0.7,0.09,-1.2,-0.7,-1.9,0,1,
Will Magnay\magnawi01,C,22,NOP,1,0,3,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,1,1,0,-35.3,0,1,0,0,0,0,0,0,0,50,28.2,0,0,0,-0.792,-30.7,-8.9,-39.6,0,1,
Thon Maker\makerth01,C,23,CLE,8,0,9.5,1.3,2.3,0.556,0,0.3,0,1.3,2,0.625,0.556,1.3,1.4,0.909,1,1.3,2.3,0.5,0.3,0.5,0.4,0.9,3.8,18.7,0.657,0.111,0.611,11.6,15.2,13.3,7.8,1.3,4.7,11.6,14.8,0.2,0.1,0.3,0.178,0.3,1.2,1.5,0.1,1,
Théo Maledon\maledth01,PG,19,OKC,59,43,27.6,3.4,9.3,0.37,1.6,4.7,0.345,1.8,4.5,0.396,0.458,1.6,2.1,0.769,0.4,2.9,3.3,3.5,0.9,0.2,2.2,2.1,10.1,8.1,0.495,0.509,0.222,1.5,11.2,6.3,18.7,1.5,0.5,18.1,19.1,-1.6,1.1,-0.5,-0.015,-4.2,-1,-5.2,-1.3,1,
Karim Mané\maneka01,PG,20,ORL,10,0,8.8,0.3,1.3,0.231,0.1,0.2,0.5,0.2,1.1,0.182,0.269,0.4,0.5,0.8,0.1,1.3,1.4,0.4,0,0.2,0.3,1,1.1,1.3,0.362,0.154,0.385,1.1,16,8.3,6,0,2.1,16.5,9,-0.1,0,-0.1,-0.042,-9,-0.8,-9.9,-0.2,1,
Terance Mann\mannte01,SG,24,LAC,62,10,19.4,2.6,5.3,0.488,0.6,1.4,0.414,2,3.9,0.515,0.543,1.1,1.3,0.819,0.9,2.9,3.7,1.6,0.5,0.2,0.6,2,6.8,12.9,0.582,0.265,0.253,5.2,16.2,10.8,11.2,1.2,1,9.7,14.8,2,1.2,3.1,0.124,-0.9,0.3,-0.6,0.4,1,
Nico Mannion\mannini01,PG,19,GSW,26,1,12,1.3,3.9,0.347,0.7,2,0.358,0.6,1.8,0.333,0.441,0.8,1,0.8,0.1,1.3,1.4,2.2,0.5,0,1,1,4.2,9,0.487,0.525,0.248,1,11.1,6.1,25,2.1,0.3,18.8,18.8,-0.2,0.3,0.1,0.019,-3.6,-0.7,-4.3,-0.2,1,
Boban Marjanović\marjabo01,C,32,DAL,28,3,9,2,4,0.504,0,0.2,0,2,3.8,0.533,0.504,1,1.2,0.824,1.6,2.8,4.4,0.3,0.1,0.2,0.4,1,5.1,22.7,0.555,0.053,0.301,19.9,33.3,26.7,5.8,0.4,2.2,7.2,24.3,0.7,0.3,1,0.187,1.5,-2.6,-1.1,0.1,1,
Lauri Markkanen\markkla01,PF,23,CHI,43,25,26.6,5.1,10.7,0.476,2.3,6,0.391,2.8,4.8,0.583,0.584,1.6,1.9,0.84,0.7,4.7,5.4,0.9,0.5,0.3,1,1.5,14.1,15,0.611,0.554,0.175,3.1,19.4,11.3,5,0.8,0.9,8.1,20.5,1.4,1,2.4,0.101,1.3,-1.6,-0.3,0.5,1,
Naji Marshall\marshna01,SF,23,NOP,24,4,19.3,1.8,5,0.358,0.8,2.2,0.377,1,2.8,0.343,0.442,1.6,2.4,0.672,0.3,3.6,3.9,2.7,0.8,0.3,0.9,1.8,6,10.9,0.498,0.442,0.483,1.4,20.4,11,17.5,1.9,1.6,13.1,15.3,0.2,0.5,0.6,0.067,-2.1,1.2,-0.9,0.1,1,
Caleb Martin\martica02,SF,25,CHO,47,2,14.7,1.8,4.7,0.379,0.6,2.2,0.252,1.2,2.5,0.491,0.438,0.7,1.1,0.623,0.6,2.1,2.7,1.2,0.7,0.2,0.6,1.1,4.8,9.7,0.464,0.47,0.242,4.5,15.7,10,11.6,2.3,1.3,10.7,17,-0.3,0.8,0.5,0.032,-3.4,-0.4,-3.8,-0.3,1,
Cody Martin\martico01,SF,25,CHO,52,10,16.3,1.6,3.6,0.441,0.3,1.1,0.276,1.3,2.5,0.515,0.484,0.5,0.8,0.581,1,2.1,3.1,1.7,0.7,0.2,0.8,1,4,10.6,0.5,0.309,0.229,6.6,14.2,10.3,13.8,2.1,1.4,16.2,12.6,0.2,0.9,1.1,0.062,-2.6,0.3,-2.2,-0.1,1,
Jeremiah Martin\martije02,PG,24,CLE,2,0,8,1,3,0.333,0,1,0,1,2,0.5,0.333,0,1.5,0,0,0,0,1,0.5,0,0.5,0.5,2,-1.3,0.273,0.333,0.5,0,0,0,18.4,3.1,0,12,22.7,-0.1,0,-0.1,-0.235,-10.7,-2.2,-12.9,0,1,
Kelan Martin\martike03,SF,25,IND,26,0,6.3,1,2.5,0.391,0.3,1.1,0.321,0.6,1.4,0.444,0.461,0.3,0.3,0.875,0.4,1.1,1.5,0.4,0.2,0.2,0.3,0.7,2.5,11,0.489,0.438,0.125,6.7,19.2,13,8.4,1.7,2.5,11.8,20.1,-0.1,0.2,0.1,0.028,-3.1,-1.1,-4.2,-0.1,1,
Kenyon Martin Jr.\martike04,SF,20,HOU,38,1,21,2.9,5.7,0.512,0.4,1.3,0.294,2.5,4.3,0.579,0.547,1.3,1.8,0.735,1.7,3.1,4.8,0.6,0.6,0.9,0.7,1.8,7.5,14.1,0.582,0.237,0.316,8.1,16.4,12.1,4.1,1.4,3.9,9.3,14.4,0.9,0.8,1.7,0.103,-2,-0.1,-2.1,0,1,
Frank Mason III\masonfr01,PG,26,ORL,4,1,19.8,2.3,6,0.375,0.5,1.3,0.4,1.8,4.8,0.368,0.417,1.3,1.8,0.714,0.8,2.3,3,3,0,0,1.3,1.8,6.3,7.6,0.462,0.208,0.292,3.8,12.3,7.9,22.3,0,0,15.6,17.6,0,0,0,-0.014,-6.1,-3.1,-9.2,-0.1,1,
Garrison Mathews\mathega01,SG,24,WAS,57,22,16.8,1.6,3.8,0.415,1.2,3.1,0.385,0.4,0.7,0.553,0.574,1.3,1.4,0.902,0.3,1.2,1.4,0.4,0.5,0.1,0.2,1.7,5.7,9.9,0.638,0.825,0.378,1.8,7.3,4.6,3.3,1.4,0.5,3.4,11.4,1.6,0.6,2.2,0.111,-1.6,-0.6,-2.2,0,1,
Dakota Mathias\mathida01,SG,25,PHI,8,2,15.4,2.4,6,0.396,1,3.3,0.308,1.4,2.8,0.5,0.479,0.3,0.8,0.333,0.1,0.8,0.9,1.6,0.1,0.4,0.1,0.9,6,9.8,0.474,0.542,0.125,0.9,5.3,3.1,15.1,0.4,2.2,1.9,18,0.1,0.1,0.2,0.063,-1.9,-1.7,-3.6,0,1,
Wesley Matthews\matthwe02,SG,34,LAL,50,7,19.3,1.4,4.2,0.335,1.1,3.4,0.321,0.3,0.9,0.386,0.462,0.6,0.7,0.857,0.3,1.3,1.5,0.9,0.6,0.3,0.4,1.4,4.5,6.5,0.497,0.792,0.165,1.7,7.2,4.5,6.2,1.6,1.4,8.8,11.2,0,1.3,1.3,0.064,-3.5,0.5,-3,-0.3,1,
Tyrese Maxey\maxeyty01,SG,20,PHI,54,6,14.5,3.1,6.7,0.459,0.4,1.6,0.276,2.6,5.1,0.516,0.492,0.8,0.9,0.86,0.2,1.3,1.5,1.7,0.4,0.2,0.6,1.2,7.4,13.2,0.52,0.24,0.138,1.3,9.9,5.7,17.9,1.2,1,8.1,22.8,0.4,0.9,1.3,0.078,-2,-1,-2.9,-0.2,1,
Skylar Mays\mayssk01,SG,23,ATL,30,0,7.8,1.2,2.8,0.417,0.4,1.1,0.324,0.8,1.7,0.48,0.482,0.7,0.8,0.88,0.3,0.7,1,0.8,0.5,0,0.3,0.5,3.4,15.4,0.542,0.405,0.298,4.7,9.7,7.2,14.4,2.9,0,7.8,19.1,0.4,0.2,0.6,0.117,0.1,0.4,0.5,0.1,1,
Patrick McCaw\mccawpa01,SF,25,TOR,5,0,6.6,0.2,0.2,1,0,0,,0.2,0.2,1,1,0.6,0.6,1,0.2,0.4,0.6,0.8,0.4,0,0,1.2,1,12,1.078,0,3,3.2,6.9,5,15.2,2.9,0,0,3,0.1,0,0.1,0.212,-2.5,3.5,1,0,1,
CJ McCollum\mccolcj01,SG,29,POR,39,39,33.8,8.6,18.9,0.457,3.6,9.2,0.397,5,9.7,0.515,0.554,2.3,2.7,0.822,0.6,3.5,4.1,4.7,1,0.5,1.4,1.9,23.2,21.1,0.576,0.486,0.145,2,11.4,6.5,23.3,1.4,1.2,6.4,27.3,3.4,0.5,3.9,0.142,4.9,-1.4,3.4,1.8,1,
